year,method,duration_days,scenario_family,covariate,outcome,association,spearman_correlation,n_scenarios_available,covariate_minimum,covariate_maximum
2020,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.30199084065292908,213,0.0977777777777777,0.89777777777777756
2021,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.19765474693793639,215,0.0884615384615383,0.91153846153846163
2022,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.039970946854772899,190,0.097872340425531903,0.90212765957446805
2023,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.19628392135695755,177,0.1036036036036036,0.89639639639639634
2024,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.35600636032927674,180,0.1022222222222222,0.89777777777777756
2025,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.048193401542595236,205,0.091999999999999901,0.90800000000000003
2019,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.0062751127069191996,187,0.099137931034482707,0.90086206896551724
2020,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.005076304826651435,213,0.0977777777777777,0.89777777777777756
2021,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.44125281851137987,215,0.0884615384615383,0.91153846153846163
2022,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.13934747395628838,190,0.097872340425531903,0.90212765957446805
2023,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.055102847248416159,177,0.1036036036036036,0.89639639639639634
2024,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.21142794290017208,180,0.1022222222222222,0.89777777777777756
2025,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,205,0.091999999999999901,0.90800000000000003
